account,account_type,available_at,cash_flow,credit_usd,debit_usd,description,entity,fact_state,journal_id,month,month_index,period,scenario,segment,signed_usd,source_id,source_type,unit,year
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,145000.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0000979,6,6,2027-06-30,base,FOUNDRY_FIELD,145000.0000,base-06-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,145000.0000,0.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0000979,6,6,2027-06-30,base,FOUNDRY_FIELD,-145000.0000,base-06-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0000980,6,6,2027-06-30,base,FOUNDRY_FIELD,3600.0000,base-06-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,3600.0000,0.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0000980,6,6,2027-06-30,base,FOUNDRY_FIELD,-3600.0000,base-06-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001115,7,7,2027-07-31,base,FOUNDRY_FIELD,3600.0000,base-07-PAYMENT_REQUEST-AP-base-6-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
1000,asset,2026-09-09T00:00:00Z,OPERATING,3600.0000,0.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001115,7,7,2027-07-31,base,FOUNDRY_FIELD,-3600.0000,base-07-PAYMENT_REQUEST-AP-base-6-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,145000.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0001184,7,7,2027-07-31,base,FOUNDRY_FIELD,145000.0000,base-07-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,145000.0000,0.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0001184,7,7,2027-07-31,base,FOUNDRY_FIELD,-145000.0000,base-07-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0001185,7,7,2027-07-31,base,FOUNDRY_FIELD,3600.0000,base-07-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,3600.0000,0.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0001185,7,7,2027-07-31,base,FOUNDRY_FIELD,-3600.0000,base-07-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,14500.0000,"Credit reduces open claim, then written-off claim, then cash-backed refund",SHI,CONDITIONAL_FORECAST,BIZ-base-0001186,7,7,2027-07-31,base,FOUNDRY_FIELD,14500.0000,base-07-CREDIT_NOTE-SYN-INC-FF-003-INV-base-FF-003-TERM-0,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_CREDIT_LOSS,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,14500.0000,0.0000,"Credit reduces open claim, then written-off claim, then cash-backed refund",SHI,CONDITIONAL_FORECAST,BIZ-base-0001186,7,7,2027-07-31,base,FOUNDRY_FIELD,-14500.0000,base-07-CREDIT_NOTE-SYN-INC-FF-003-INV-base-FF-003-TERM-0,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001329,8,8,2027-08-31,base,FOUNDRY_FIELD,3600.0000,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
1000,asset,2026-09-09T00:00:00Z,OPERATING,3600.0000,0.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001329,8,8,2027-08-31,base,FOUNDRY_FIELD,-3600.0000,base-08-PAYMENT_REQUEST-AP-base-7-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,145000.0000,"Credit reduces open claim, then written-off claim, then cash-backed refund",SHI,CONDITIONAL_FORECAST,BIZ-base-0001401,8,8,2027-08-31,base,FOUNDRY_FIELD,145000.0000,base-08-CREDIT_NOTE-SYN-AMEND-003-INV-base-FF-003-TERM-0,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_CREDIT_LOSS,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,145000.0000,0.0000,"Credit reduces open claim, then written-off claim, then cash-backed refund",SHI,CONDITIONAL_FORECAST,BIZ-base-0001401,8,8,2027-08-31,base,FOUNDRY_FIELD,-145000.0000,base-08-CREDIT_NOTE-SYN-AMEND-003-INV-base-FF-003-TERM-0,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,116000.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0001402,8,8,2027-08-31,base,FOUNDRY_FIELD,116000.0000,base-08-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,116000.0000,0.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0001402,8,8,2027-08-31,base,FOUNDRY_FIELD,-116000.0000,base-08-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0001403,8,8,2027-08-31,base,FOUNDRY_FIELD,3600.0000,base-08-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,3600.0000,0.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0001403,8,8,2027-08-31,base,FOUNDRY_FIELD,-3600.0000,base-08-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001545,9,9,2027-09-30,base,FOUNDRY_FIELD,3600.0000,base-09-PAYMENT_REQUEST-AP-base-8-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
1000,asset,2026-09-09T00:00:00Z,OPERATING,3600.0000,0.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001545,9,9,2027-09-30,base,FOUNDRY_FIELD,-3600.0000,base-09-PAYMENT_REQUEST-AP-base-8-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,116000.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0001618,9,9,2027-09-30,base,FOUNDRY_FIELD,116000.0000,base-09-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,116000.0000,0.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0001618,9,9,2027-09-30,base,FOUNDRY_FIELD,-116000.0000,base-09-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0001619,9,9,2027-09-30,base,FOUNDRY_FIELD,3600.0000,base-09-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,3600.0000,0.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0001619,9,9,2027-09-30,base,FOUNDRY_FIELD,-3600.0000,base-09-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
1000,asset,2026-09-09T00:00:00Z,OPERATING,0.0000,174000.0000,Modeled post-writeoff recovery,SHI,CONDITIONAL_FORECAST,BIZ-base-0001754,10,10,2027-10-31,base,FOUNDRY_FIELD,174000.0000,base-10-CREDIT_RECOVERY-INV-base-FF-003-TERM-0,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_CREDIT_LOSS,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,174000.0000,0.0000,Modeled post-writeoff recovery,SHI,CONDITIONAL_FORECAST,BIZ-base-0001754,10,10,2027-10-31,base,FOUNDRY_FIELD,-174000.0000,base-10-CREDIT_RECOVERY-INV-base-FF-003-TERM-0,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001770,10,10,2027-10-31,base,FOUNDRY_FIELD,3600.0000,base-10-PAYMENT_REQUEST-AP-base-9-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
1000,asset,2026-09-09T00:00:00Z,OPERATING,3600.0000,0.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001770,10,10,2027-10-31,base,FOUNDRY_FIELD,-3600.0000,base-10-PAYMENT_REQUEST-AP-base-9-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,116000.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0001842,10,10,2027-10-31,base,FOUNDRY_FIELD,116000.0000,base-10-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,116000.0000,0.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0001842,10,10,2027-10-31,base,FOUNDRY_FIELD,-116000.0000,base-10-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0001843,10,10,2027-10-31,base,FOUNDRY_FIELD,3600.0000,base-10-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,3600.0000,0.0000,Source-driven vendor cost,SHI,CONDITIONAL_FORECAST,BIZ-base-0001843,10,10,2027-10-31,base,FOUNDRY_FIELD,-3600.0000,base-10-COST-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,3600.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001994,11,11,2027-11-30,base,FOUNDRY_FIELD,3600.0000,base-11-PAYMENT_REQUEST-AP-base-10-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
1000,asset,2026-09-09T00:00:00Z,OPERATING,3600.0000,0.0000,Scheduled vendor cash request; treasury shortfalls separately reported,SHI,CONDITIONAL_FORECAST,BIZ-base-0001994,11,11,2027-11-30,base,FOUNDRY_FIELD,-3600.0000,base-11-PAYMENT_REQUEST-AP-base-10-HOSTING-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,0.0000,116000.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0002066,11,11,2027-11-30,base,FOUNDRY_FIELD,116000.0000,base-11-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,116000.0000,0.0000,Monthly service under effective contract version,SHI,CONDITIONAL_FORECAST,BIZ-base-0002066,11,11,2027-11-30,base,FOUNDRY_FIELD,-116000.0000,base-11-SUBSCRIPTION_SERVICE-FF-003,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
