journal_id,entity,year,month,segment,account,account_name,debit_usd,credit_usd,signed_usd,description,source_id,cash_flow,period_role,record_origin,fact_state,as_of_cutoff,effective_period_end,available_at
RWH_PS-2026-00006,RWH_PS,2026,1,RWH,1490,Accumulated PPE depreciation,0,291667,-291667,Selected production DD&A capitalized into inventory,RW-DDA,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00007,RWH_PS,2026,1,RWH,5100,External operating cost,2080545,0,2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00007,RWH_PS,2026,1,RWH,1200,Inventory cash cost,0,2080545,-2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00008,RWH_PS,2026,1,RWH,5300,Depreciation in earnings,259488,0,259488,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00008,RWH_PS,2026,1,RWH,1210,Inventory DD&A,0,259488,-259488,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00009,RWH_PS,2026,1,RWH,5100,External operating cost,177084,0,177084,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00009,RWH_PS,2026,1,RWH,1000,Cash,0,177084,-177084,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00010,RWH_PS,2026,1,RWH,5100,External operating cost,60792,0,60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00010,RWH_PS,2026,1,RWH,1000,Cash,0,60792,-60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00011,RWH_PS,2026,1,RWH,5100,External operating cost,50000,0,50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00011,RWH_PS,2026,1,RWH,1000,Cash,0,50000,-50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00012,RWH_PS,2026,1,PS,5100,External operating cost,233334,0,233334,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00012,RWH_PS,2026,1,PS,1000,Cash,0,233334,-233334,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00013,RWH_PS,2026,1,RWH,5600,ARO accretion,89201,0,89201,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00013,RWH_PS,2026,1,RWH,2200,Environmental reserve / ARO,0,89201,-89201,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00015,RWH_PS,2026,1,RWH,5500,Modeled income tax,10946,0,10946,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00015,RWH_PS,2026,1,RWH,1000,Cash,0,10946,-10946,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00016,RWH_PS,2026,1,RWH,1400,PPE gross,750000,0,750000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00016,RWH_PS,2026,1,RWH,1000,Cash,0,750000,-750000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00017,RWH_PS,2026,1,RWH,3000,Contributed equity,0,617573,-617573,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00017,RWH_PS,2026,1,RWH,1000,Cash,617573,0,617573,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
RWH_PS-2026-00018,RWH_PS,2026,2,RWH,1100,"External receivables, net of allowance",3039584,0,3039584,Selected contract book revenue; annual baseline allocated monthly,RW-CONTRACT-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00018,RWH_PS,2026,2,RWH,4000,External revenue,0,3039584,-3039584,Selected contract book revenue; annual baseline allocated monthly,RW-CONTRACT-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00019,RWH_PS,2026,2,RWH,1100,"External receivables, net of allowance",0,2993750,-2993750,Collections net of disclosed other working-capital use allocated to AR,RW-AR-ASSUMPTION,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00019,RWH_PS,2026,2,RWH,1000,Cash,2993750,0,2993750,Collections net of disclosed other working-capital use allocated to AR,RW-AR-ASSUMPTION,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00020,RWH_PS,2026,2,RWH,1200,Inventory cash cost,2329167,0,2329167,Selected production cost incurred,RW-COST,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00020,RWH_PS,2026,2,RWH,2000,Trade payables,0,2329167,-2329167,Selected production cost incurred,RW-COST,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00021,RWH_PS,2026,2,RWH,2000,Trade payables,2329167,0,2329167,Production cost payments,RW-COST,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00021,RWH_PS,2026,2,RWH,1000,Cash,0,2329167,-2329167,Production cost payments,RW-COST,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00022,RWH_PS,2026,2,RWH,1210,Inventory DD&A,291667,0,291667,Selected production DD&A capitalized into inventory,RW-DDA,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00022,RWH_PS,2026,2,RWH,1490,Accumulated PPE depreciation,0,291667,-291667,Selected production DD&A capitalized into inventory,RW-DDA,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00023,RWH_PS,2026,2,RWH,5100,External operating cost,2080545,0,2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00023,RWH_PS,2026,2,RWH,1200,Inventory cash cost,0,2080545,-2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00024,RWH_PS,2026,2,RWH,5300,Depreciation in earnings,259488,0,259488,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00024,RWH_PS,2026,2,RWH,1210,Inventory DD&A,0,259488,-259488,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00025,RWH_PS,2026,2,RWH,5100,External operating cost,177084,0,177084,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00025,RWH_PS,2026,2,RWH,1000,Cash,0,177084,-177084,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00026,RWH_PS,2026,2,RWH,5100,External operating cost,60792,0,60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00026,RWH_PS,2026,2,RWH,1000,Cash,0,60792,-60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00027,RWH_PS,2026,2,RWH,5100,External operating cost,50000,0,50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00027,RWH_PS,2026,2,RWH,1000,Cash,0,50000,-50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00028,RWH_PS,2026,2,PS,5100,External operating cost,233334,0,233334,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00028,RWH_PS,2026,2,PS,1000,Cash,0,233334,-233334,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00029,RWH_PS,2026,2,RWH,5600,ARO accretion,89201,0,89201,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00029,RWH_PS,2026,2,RWH,2200,Environmental reserve / ARO,0,89201,-89201,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00031,RWH_PS,2026,2,RWH,5500,Modeled income tax,10946,0,10946,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00031,RWH_PS,2026,2,RWH,1000,Cash,0,10946,-10946,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00032,RWH_PS,2026,2,RWH,1400,PPE gross,1400000,0,1400000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00032,RWH_PS,2026,2,RWH,1000,Cash,0,1400000,-1400000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00033,RWH_PS,2026,2,RWH,3000,Contributed equity,0,1267573,-1267573,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00033,RWH_PS,2026,2,RWH,1000,Cash,1267573,0,1267573,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-02-28,2026-09-05
RWH_PS-2026-00034,RWH_PS,2026,3,RWH,1100,"External receivables, net of allowance",3039584,0,3039584,Selected contract book revenue; annual baseline allocated monthly,RW-CONTRACT-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00034,RWH_PS,2026,3,RWH,4000,External revenue,0,3039584,-3039584,Selected contract book revenue; annual baseline allocated monthly,RW-CONTRACT-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00035,RWH_PS,2026,3,RWH,1100,"External receivables, net of allowance",0,2993750,-2993750,Collections net of disclosed other working-capital use allocated to AR,RW-AR-ASSUMPTION,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00035,RWH_PS,2026,3,RWH,1000,Cash,2993750,0,2993750,Collections net of disclosed other working-capital use allocated to AR,RW-AR-ASSUMPTION,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00036,RWH_PS,2026,3,RWH,1200,Inventory cash cost,2329167,0,2329167,Selected production cost incurred,RW-COST,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00036,RWH_PS,2026,3,RWH,2000,Trade payables,0,2329167,-2329167,Selected production cost incurred,RW-COST,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00037,RWH_PS,2026,3,RWH,2000,Trade payables,2329167,0,2329167,Production cost payments,RW-COST,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00037,RWH_PS,2026,3,RWH,1000,Cash,0,2329167,-2329167,Production cost payments,RW-COST,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00038,RWH_PS,2026,3,RWH,1210,Inventory DD&A,291667,0,291667,Selected production DD&A capitalized into inventory,RW-DDA,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
