scenario,entity,year,month,preallocation_net_income_usd,book_only_fee_expense_usd,book_only_fee_revenue_usd,postallocation_net_income_usd,current_tax_change_from_allocation_usd,deferred_tax_change_from_allocation_usd,tax_treatment,available_at,created_on,record_origin,fact_state,period_role
base,ARU,2026,2,96127.0000,0.0000,0.0000,96127.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,BST,2026,2,-196704.0000,0.0000,0.0000,-196704.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHI,2026,3,-840000.0000,0.0000,0.0000,-840000.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHIH,2026,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,PS,2026,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,RWH,2026,3,78196.0000,0.0000,0.0000,78196.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,ARU,2026,3,245604.0000,0.0000,0.0000,245604.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,BST,2026,3,-77342.0000,0.0000,0.0000,-77342.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHI,2026,4,-850500.0000,0.0000,0.0000,-850500.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHIH,2026,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,PS,2026,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,RWH,2026,4,78197.0000,0.0000,0.0000,78197.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,ARU,2026,4,251036.0000,0.0000,0.0000,251036.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,BST,2026,4,-77315.0000,0.0000,0.0000,-77315.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHI,2026,5,-861000.0000,0.0000,0.0000,-861000.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHIH,2026,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,PS,2026,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,RWH,2026,5,78198.0000,0.0000,0.0000,78198.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,ARU,2026,5,409912.0000,0.0000,0.0000,409912.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,BST,2026,5,60706.0000,0.0000,0.0000,60706.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHI,2026,6,-871500.0000,0.0000,0.0000,-871500.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHIH,2026,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,PS,2026,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,RWH,2026,6,78198.0000,0.0000,0.0000,78198.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,ARU,2026,6,399175.0000,0.0000,0.0000,399175.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,BST,2026,6,60594.0000,0.0000,0.0000,60594.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHI,2026,7,-882000.0000,0.0000,0.0000,-882000.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHIH,2026,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,PS,2026,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,RWH,2026,7,52331.0000,0.0000,0.0000,52331.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,ARU,2026,7,404218.0000,0.0000,0.0000,404218.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,BST,2026,7,30526.0000,0.0000,0.0000,30526.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHI,2026,8,-892500.0000,0.0000,0.0000,-892500.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHIH,2026,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,PS,2026,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,RWH,2026,8,41656.0000,0.0000,0.0000,41656.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,ARU,2026,8,403822.0000,0.0000,0.0000,403822.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,BST,2026,8,27404.0000,0.0000,0.0000,27404.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHI,2026,9,-903666.6667,0.0000,0.0000,-903666.6667,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHIH,2026,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,PS,2026,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,RWH,2026,9,26332.0000,0.0000,0.0000,26332.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,ARU,2026,9,409421.0000,0.0000,0.0000,409421.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,BST,2026,9,29084.0000,0.0000,0.0000,29084.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHI,2026,10,-914166.6667,0.0000,0.0000,-914166.6667,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHIH,2026,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,PS,2026,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,RWH,2026,10,17007.0000,0.0000,0.0000,17007.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,ARU,2026,10,419472.0000,0.0000,0.0000,419472.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,BST,2026,10,21422.0000,0.0000,0.0000,21422.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHI,2026,11,-935166.6667,0.0000,0.0000,-935166.6667,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,SHIH,2026,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,PS,2026,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
base,RWH,2026,11,1469.0000,0.0000,0.0000,1469.0000,0.0000,0.0000,Book-only management allocation; no assumed income-tax deduction or recipient taxable-income uplift until legal tax characterization is established. Forecast operating-company tax is unchanged by this reporting charge.,2026-09-09T00:00:00Z,2026-09-09,PUBLIC_SYNTHETIC_PLANNING_MODEL,SYNTHETIC_SUCCESSOR_RECONSTRUCTION,SYNTHETIC_CALIBRATION_AND_FORECAST
